screen_name,created_at,text,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
pnmsta,2021-12-19T18:52:12Z,"RT @CorinneReverbel: On voudrait bien savoir sur quels chiffres cette ministre se base pour affirmer cela.
Parce que ceux de la DREES ne disent pas ça . 
Les non-vax sont minoritaires  (44,7%) à l’hôpital et en soins critiques ils représentent  51,6% des malades « Covid »

https://t.co/kCUO77ORn7 https://t.co/C0QVcre9OB",,CorinneReverbel,,Twitter for iPhone,fr,1472640928720502791
6sidedcrystal,2021-12-19T18:52:12Z,RT @politvidchannel: BREAKING: an Anti-vax GOP lawmaker who was against COVID restrictions and vaccine mandates has died from covid,,politvidchannel,#RESIST #BlueWave #VoteBlueNoMatterWho,Twitter for iPad,en,1472640928678662149
cynthiakiker,2021-12-19T18:52:12Z,"RT @kirumb: Taoiseach says he is ‘very worried’ about the ‘sheer scale’ of Omicron Covid variant https://t.co/vQ908zfKOx via @IrishTimes 
It's not just the US
It's everywhere
Don't let GQP liars get away with their nonsense about this is a Dem plot or it's Biden's fault",,kirumb,"🌊#Resist 🗽#StrongerTogether
 #drcole",Twitter for Android,en,1472640928284299270
AstorCelia,2021-12-19T18:52:12Z,"RT @Fr_Bechieau: Merci à @PatrickPelloux de rappeler⁩ que le même système libéral, de droite comme de prétendue gauche, tue l’#hopitalpublic depuis 30 ans ! Non aux fermetures d’hôpitaux ! Non à la maîtrise comptable des dépenses de #sante ! #Presidentielle2022 #Jadot  https://t.co/UNjBWd9U8n",,Fr_Bechieau,"Jeune voyageuse, un peu rêveuse, bagarreuse",Twitter for iPhone,fr,1472640927940370438
edsonaplim,2021-12-19T18:52:12Z,"RT @carmelonetobr: A turma do contra espalhava por aí que não ia ter vacina no Brasil e que Bolsonaro era genocida. Mas tanto teve que o Brasil doará, sem prejuízo p/ nós, 30 milhões de doses de vacina contra Covid p/ impulsionar imunização em países pobres. Um soco no estômago dos esquerdistas…",,carmelonetobr,,Twitter Web App,pt,1472640927596437510
Oyagawa,2021-12-19T18:52:12Z,"#Vacinaascrianças até quando vamos  esperar,  não bastam 2500 mortes de menores de 12 anos de covid.  Fonte: Ministério da Saúde",,,,Twitter for Android,pt,1472640927407738895
Luisenr91059242,2021-12-19T18:52:12Z,"RT @victorfyt: Mientras la ANMAT de Argentina extiende el plazo en 90 días después del vencimiento de las vacunas Pfizer, Paraguay destruye más de 22.000 dosis de AstraZeneca vencidas.
https://t.co/owXOT69ZcC",,victorfyt,,Twitter for Android,es,1472640927285985283
granavox,2021-12-19T18:52:11Z,"RT @FroJavier: En Galicia con el 94% de la población vacunada, hace más de 20 días con pass-covid muy estricto, hay una media de 1.158 contagios diarios, los últimos 7 días.

La vacuna no detiene la transmisión y el certificado sanitario tampoco.",,FroJavier,,Twitter for Android,es,1472640926904467460
uglytrend,2021-12-19T18:52:11Z,RT @LouieDi13: NFL nba epl games getting cancelled players have Covid! Can you take two weeks break let people treat themselves and get well 😭,,LouieDi13,Music Lover...........The Definition of Simplicity.......Club Manchester United.,Twitter for iPhone,en,1472640926401146883
mvggiesvoid,2021-12-19T18:52:11Z,"RT @erinisaway: all COVID testing should be free, point blank",,erinisaway,07/29 ( ◜‿◝ )♡,Twitter for Android,en,1472640926199726085
mohchaabani,2021-12-19T18:52:11Z,"RT @EChabriere: Actuellement
Une des plus forte flambée de cas + 
2 personnes sur 3 positives sont vaccinée
2 personnes sur 3 DCD du covid sont vaccinées.

Il faut arrêter de jeter la responsabilité sur les 10% de non vacciné

Le pb, c'est le GVT qui a voulu se substituer aux médecins. https://t.co/TAFPzdYjDq https://t.co/nXwhUQrNv6",,EChabriere,Pro Palestinienne pro humaine humaniste je déteste l’injustice l’iniquité Quand on aime la justice on est toujours un révolté Capus,Twitter for iPhone,fr,1472640926111744008
Spency_love,2021-12-19T18:52:11Z,"RT @veroconplatanos: Y’all. Getting COVID is not a personal moral failure. Do we really have to go over what stigma does for communicable disease? This is a failure of governments and systems. Demand more of our leaders and don’t waste your time harping on individuals, I am BEGGING you.",,veroconplatanos,,Twitter for iPhone,en,1472640925998338051
karasoth,2021-12-19T18:52:11Z,"@davidfrum And Joe Biden's weakness in Afghanistan,  handling inflation,  covid, etc also played a factor",davidfrum,,Writer of Scion of the Red Hand https://t.co/nd9Sn4xU7Z. Youtube Guest Commentator,Twitter for Android,en,1472640925981716487
matth__90,2021-12-19T18:52:11Z,"RT @1001101OCDC: 🚨ALERTE🚨 Le chef du régime français🇫🇷 n'as pas l'intention de quitter le pouvoir !

Devons-nous le chercher nous-même !?

#Resistance #GILETSJAUNES 
👇👇👇
La présidentielle pourrait-elle être repoussée à cause du Covid ?
 https://t.co/Cx662rHMyJ",,1001101OCDC,Sic semper tyrannis,Twitter for Android,fr,1472640925973323785
charles_gillham,2021-12-19T18:52:11Z,@verniebernie @rtenews Unfortunately tho not everyone is as responsible as you. This variant clearly spreads more easily and whilst most people may not get as sick some will. Our health system cannot cope let alone deal with all the other non covid illnesses,verniebernie,,Radiation Oncologist. Dad. Travel. Photography. Ancestry. Opinions my own,Twitter for iPhone,en,1472640925297958917
gaynurse93,2021-12-19T18:52:11Z,@philipjonathn @mcs_phd It’s not a matter of individual risk when people send their unvaccinated or Covid positive kids to school and expose their entire class resulting in someone’s  kid bringing Covid home and killing their immunocompromised husband.,philipjonathn,,"NSFW 18+, He/Him, Southern California gay with too much time on my hands👬:@Disneydragon",Twitter for iPhone,en,1472640925054615552
SusanLouisePay2,2021-12-19T18:52:11Z,"RT @ron_begone: The incoming COVID surge in Florida falls on the hands of Dictator DeSantis, no one else.",,ron_begone,"Traveling through an interesting life,  looking for peace and love in the garden of hope.
.",Twitter for Android,en,1472640924966703104
TOGiants,2021-12-19T18:52:11Z,"RT @DFisman: Thank you @CBCNews  for amplifying this.  Yes indeed, COVID is airborne; yes indeed, governments, public health authorities and IPAC professionals have been in denial, endangering us all.

Thanks @FurnessColin for this.

https://t.co/H82QyG1Vna",,DFisman,"I AM CANADIAN- other than that, I'm pretty normal. This has been one shell of a ride!!",Twitter for Android,en,1472640924954112009
AnGaSoo,2021-12-19T18:52:11Z,"RT @anajuegaconnada: Se ha dicho 1 millón de veces que la vacuna no previene el contagio y hay gente que todavía no puede creer que hay vacunados (con 3 dosis) con COVID.

Todos nos vamos a contagiar. La idea es no contagiarnos al tiempo para no reventar el sistema de salud y no morirnos de eso. Ya.",,anajuegaconnada,"Ingeniera Ambiental ♻️ | Cat lover 🐱🐱 | #SebastianStan is love | #BuckyBarnes #Loki #AlligatorLoki | Catadora de Cheetos Flamin' Hot | Good evening, goldfish~",Twitter for Android,es,1472640924886999048
spock627corfu,2021-12-19T18:52:11Z,"@SkeletorNose @catturd2 First places that got hit were blasted because nobody knew how to treat covid at all.
But that's beside the point - if your policies are failing for 18 months, why do you keep them?",SkeletorNose,,Anything's good if you like it.  #Resist,Twitter Web App,en,1472640924840873987
miladepollo,2021-12-19T18:52:11Z,RT @feniciano: No agarrarse COVID antes de Navidad son nuestros Juegos del Hambre.,,feniciano,"plane-sama ✈ Santo Patrono de Loj Avione | Mis opiniones son mías | Young, broke and fabulous | Aviones, autos, trenes | The Gays™ authentic Trolo 🏳️‍🌈",Twitter Web App,es,1472640924807225350
cyborgmarketcap,2021-12-19T18:52:11Z,@RapSheet So what?? Green Bay probably wouldn't have lost to KC if @AaronRodgers12 was out that game with Covid. No pity for @Ravens 🙄,RapSheet,,,Twitter for Android,en,1472640924643643397
cedarandfinch,2021-12-19T18:52:11Z,RT @BobGolen: Effects of the COVID years ... https://t.co/tINH8BiCzs,,BobGolen,"Celebrating art, music, humor and creativity in all its strains.",Twitter Web App,en,1472640924568080384
Elisaerre19,2021-12-19T18:52:11Z,"RT @Corriere: Ricoveri in salita, la Lombardia aumenta i posti letto. Fontana: possibile zona gialla ... https://t.co/HwD0cit79a https://t.co/bRmoKGesI9",,Corriere,@Elyrossonera account sospeso ❤️🖤,Twitter for Android,it,1472640924446461952
nikismaaa,2021-12-19T18:52:11Z,"RT @chairman_GLC: Habis banjir ni kena fikir pulak pasal kluster COVID, taun, leptospirosis, denggi. Kerajaan dah bersedia atau tunggu nanti dulu baru nak buat kajian?",,chairman_GLC,EXO 🤝 NCT 💟💚,Twitter for Android,in,1472640924333199367
Yorgus,2021-12-19T18:52:11Z,@CalltoActivism And for the COVID-19 epidemic not being under control.,CalltoActivism,,"Knowledge, education and truth have a liberal bias. K12 Educator (Ret). Fmr USFS biologist. Classical Chinese Lit ABD. Still learning. TFG should be in jail.",Twitter Web App,en,1472640923980861440
choofihernandez,2021-12-19T18:52:11Z,"RT @serenjiminy__: You remember the people who got COVID after Sofi?

Yeah, me neither. 

GOOD JOB ARMY!",,serenjiminy__,👍🏽 you should be your light 💜 BTS IS 7,Twitter for iPhone,en,1472640923968290822
TheOnlyTaquirah,2021-12-19T18:52:11Z,"RT @erinisaway: all COVID testing should be free, point blank",,erinisaway,SINGER • she /her/ ✨ STREAM Most Desired 💗/ buy an NFT if you want me 🪲,Twitter for iPhone,en,1472640923867627522
ZAM230170,2021-12-19T18:52:11Z,"RT @FCOUILBAULT1: 67 millions d’habitants, 2.900 personnes en soin intensif pour #Covid_19 et 5.720 lits fermés en 2020.
Le problème ce n’est pas l’inefficacité du vaccin ni les non vaccinés c’est la destruction de l’hôpital par #Macron  #Castex  et #Veran",,FCOUILBAULT1,Vous n’aurez pas ma LIBERTÉ de PENSER,Twitter for iPhone,fr,1472640923729375235
evetaylinben,2021-12-19T18:52:11Z,Buse nereye gitse bi kedi buluyor miknatis gibi kedi çekiyor etrafına hastanedeyim covid testi için sira bekliyorum buseye bi baktım kucağında bi kedi djdnsndnsn hastanenin içinde nerden buldun aq,,,"☾
💜",Twitter for Android,tr,1472640923700019201
NC4415,2021-12-19T18:52:11Z,"RT @Krieger66362259: 321 arrêts cardiaques d’athlètes, problèmes graves, 181 morts, après une injection de COVID…
https://t.co/S0NZCzVdJJ",,Krieger66362259,"Tous sauf #Macron 
#StopDictatureSanitaire 
Non au #PassSanitaire 
#liberté #MacronDestitution",Twitter for Android,fr,1472640923460935684
tonygarciaiii,2021-12-19T18:52:11Z,RT @GianmarcoSoresi: I remember worrying that covid might last three whole weeks,,GianmarcoSoresi,"memes, dreams, progressive themes.",Twitter for iPhone,en,1472640923138129920
Timao_p_Sempre,2021-12-19T18:52:10Z,"RT @BrasilPost13: Covid matou mais crianças no Brasil do que doenças com vacina em 15 anos.
Queiroga deixa crianças em risco para agradar o chefe e a seita do zap. Crimes que vão se acumulando. Mas o acerto de contas há de chegar. https://t.co/lvd7kmtlZi",,BrasilPost13,"Maria Angélica de Oliveira Nascimento, nascida em 1941. Primeira corinthiana de uma família de palmeirenses e sãopaulinos. Maloqueira, sofredora, graças a Deus.",Twitter Web App,pt,1472640922714263564
tceas,2021-12-19T18:52:10Z,"RT @randyjcruz: Kyrie coming back and then being sent to covid protocols 

https://t.co/WNLhpDazv8",,randyjcruz,"Educator, Speaker, Faith Leader, Ever-Learning, Game Changer",Twitter for iPhone,en,1472640922668224518
hme1001,2021-12-19T18:52:10Z,"RT @LangmanVince: 800,000 deaths 

So is Joe Biden going to resign at his Covid speech on Tuesday? 
#FJBiden 👇 https://t.co/KDJrj1Plwb",,LangmanVince,,Twitter for Android,en,1472640922449956865
t_jaylon,2021-12-19T18:52:10Z,RT @NBAMemes: COVID-19 when it sees LeBron's antibodies https://t.co/8eBa3898R4,,NBAMemes,U.S. Army,Twitter for iPhone,en,1472640922194227207
chicodelgado_,2021-12-19T18:52:10Z,RT @feniciano: No agarrarse COVID antes de Navidad son nuestros Juegos del Hambre.,,feniciano,,Twitter for Android,es,1472640922101944329
haroldhagg,2021-12-19T18:52:10Z,"RT @EduardoLakatos: Logros de Guaidó en 3 años:

- Saltar una reja
- Agarrar unos kilos
- Poner la voz gruesa 
- Superar el COVID-19
- Tener una hija
- Una foto familiar navideña 

Qué otros logros se le atañen?",,EduardoLakatos,un visitante de este mundo,Twitter for Android,es,1472640922080972806
sadtroutfarmer,2021-12-19T18:52:10Z,RT @TiceRichard: So @FraserNelson brilliantly exposes massive flaw in Sage modellers: they only give ministers worst case scenarios with no probability attached nor best case. So decisions made on incomplete info. Shocking.       https://t.co/xqHketzxu1 via @spectator,,TiceRichard,Facebook Wes Hulme. trout farmer in Wiltshire Lancashire cc plays for broadchalke cc ( fake spin bowling) proud Brit and British even if we disagree,Twitter for iPhone,en,1472640921909055498
honeycherxe,2021-12-19T18:52:10Z,RT @TrueLaurels: Them covid jokes don’t hit the same no more. Shit actually hella depressing.,,TrueLaurels,☁️,Twitter for iPhone,en,1472640921829314560
rosencreutz2,2021-12-19T18:52:10Z,"RT @Gabaserr: @AlRu73127268 @esCesarVidal Si cada uno predica con el ejemplo, se acabaría tanta tiranía. 
Ayer me invitaron al teatro Principal de Zaragoza, a ver “Carmen”, me apetecía un montón, pero moralmente no acepté, no al pasaporte Covid. Nadie debería haber asistido, es por la libertad de todos.",,Gabaserr,,Twitter for Android,es,1472640921539956736
ratthy4,2021-12-19T18:52:10Z,"RT @alanvibe: There'll be a reckoning

As you Plan C, Think on this Boris

Lockdown deaths

top scientists call for inquiry into tens of thousands of non-Covid deaths in care homes after finding evidence vulnerable residents died of thirst, starvation &amp; broken hearts
💔
https://t.co/xXNZQmD9G4",,alanvibe,Move on and live your life,Twitter for iPad,en,1472640921485381638
Archibold1234,2021-12-19T18:52:10Z,"@LNathan123 @MalSannie Open up ninetingale, for covid patients,  put all 60+ in total lockdown, sterilise hospitals for ongoing treatments",LNathan123,,I am,Twitter for Android,en,1472640921271476226
BellS2621,2021-12-19T18:52:10Z,"RT @musicrocksit452: PLEASE stop slashing our tires &amp; keying our cars just because we are nurses &amp; doctors. We should feel safe after our shifts to get to our cars. When you get COVID &amp; you will, you will need us &amp; we won't turn you away.",,musicrocksit452,,Twitter for Android,en,1472640920969486343
rachele39193616,2021-12-19T18:52:10Z,"RT @itosettiMD_MBA: @GYamey Natural immunity update with omicron:

people testing positive  (with symptoms) who had COVID-19 three months ago.",,itosettiMD_MBA,,Twitter for iPhone,en,1472640920902320128
CuntyGowon,2021-12-19T18:52:10Z,RT @notandro1: not having caught covid yet since the pandemic started feels like  https://t.co/ZTZCP7BkNN,,notandro1,"Orbit since 09/25/16


the ORIGINAL cunty @",Twitter for Android,en,1472640920512188418
boluxxxx,2021-12-19T18:52:10Z,Covid guidelines or marriage? https://t.co/fouI4FVFX3,,,#Believer #Headliner #IjawGirl #FutureSenator #ConcreteRose #UpcomingBillionaire #MyJesusThing #Primary2AExAssistantClassCaptain #DigitallyExtrovertedIntrovert,Twitter for iPhone,en,1472640920424222729
soso08,2021-12-19T18:52:10Z,@RonFilipkowski But another interview postponed.  Must be a lot of CoVid going around.  Almost every big subpoena has been postponed multiple times.,RonFilipkowski,,🌊 Democracy is at risk!  Republicans want to burn it down.,Twitter for iPad,en,1472640920227037192
rvmbiie,2021-12-19T18:52:10Z,RT @insomniakh: Anti-vaxxers after they’ve sat through one 15min YouTube video titled “What big pharma DOES NOT want you to know | covid vaccines debunked | MUST WATCH” https://t.co/1u4UIsiHwN,,insomniakh,23 | she/her | zimbabwean | pisces ✨,Twitter for iPhone,en,1472640920176705541
sabine065,2021-12-19T18:52:10Z,"RT @cyblesoleil: Résidents confinés en CHSLD: «si tout le monde avait eu la conscience de se faire vacciner, le virus aurait moins circulé» https://t.co/4rOl61GGqT https://t.co/rrONdSkcRR",,cyblesoleil,"'As far as the eye could see..
From the horizon to infinity'",Twitter for Android,fr,1472640919438606351
1882_Tottenham,2021-12-19T18:52:10Z,"Tottenham put in that performance recovery from COVID, Contes tactics were spot on",,,"Tottenham rumours, news and opinions. #THFC #COYS #Tottenham #Spurs",Twitter for iPhone,en,1472640919426023433
elcomercio_peru,2021-12-19T18:52:10Z,COVID-19: Minsa informa que pacientes oncológicos deben acudir por su dosis de refuerzo transcurridos tres meses https://t.co/aX5Cj2mdcx,,,"El Comercio reporta en Twitter las noticias del Perú y el mundo, reportajes, opinión y análisis.",Besocy_Oficial,es,1472640919203627012
by_mhrudolph,2021-12-19T18:52:10Z,"@dallasnews @BillOReilly TFG CHARGING MAGAs $ TO SPREAD ILLNESS
Trump hates Texas so much he's willing to see thousands get sick and die b/c latest COVID makes  hospital beds and intensive care scarce.",dallasnews,,"grade school/high school/history/law/politics/hard knocks

family footprints: soldiers, grocer, cowboy, rancher, nurse, readers, participants, citizens",Twitter for Android,en,1472640919044182018
justrandom8,2021-12-19T18:52:10Z,"RT @elefaantz: the president of the usa is doing tik toks w the jonas brothers, the vice president is doing snl skits w charlemagne, it’s 70 degrees in the winter &amp; covid just keeps getting worse &amp; worse",,elefaantz,5'11 and proud | My birthday is a national holiday| RBC '16| Rider '20,Twitter for iPhone,en,1472640918863888384
banzy,2021-12-19T18:52:10Z,"RT @BernieSpofforth: This is why the U.K. no longer has a free press. Bankruptcy looms for those who bite the hand that feeds them.

The largest advertiser for the last 2 years has been the government and its Covid messaging. https://t.co/g0ctxUmpBQ",,BernieSpofforth,"Inside every cynical person, there is a disappointed idealist.",Twitter for iPhone,en,1472640918759129096
Soldat_Bom,2021-12-19T18:52:10Z,RT @AnonUKCitizen: 🇦🇹 Austria against covid tyranny https://t.co/TmbBjgfWeY,,AnonUKCitizen,"""Strängt och plikttroget arbete i fred är nödvändigt för att vi med tillförsikt skola kunna taga upp kampen mot rikets fiender."" 🇸🇪 👑 🇸🇪 👑 🇸🇪 👑 🇸🇪",Twitter for Android,en,1472640918666764289
Ronald452603211,2021-12-19T18:52:09Z,"I’m fucking steaming for a change, girlfriend Is home. Hers nans still scrapping. Her family talking about not letting her husband of 60 years not know until she’s gone. Cus she’s on a Covid ward. Get him there. 👍🏻🍺",,,"Love Man Utd,beers and carp fishing 🍺👍🏻",Twitter for iPhone,en,1472640918545211402
ChizzyVII,2021-12-19T18:52:09Z,"RT @javeauriel: COVID-19 has mutated because of unvaccinated people. That shit is basic science and I’m so tired of ppl broadcasting their ignorance. 

Y’all don’t get tired of being loud and stupid?! https://t.co/AlNuYVm3pG",,javeauriel,Responsibility is the antidote to chaos. I would love to close my eyes but I can never rest my mind.,Twitter for iPhone,en,1472640917865742345
dama_rosas,2021-12-19T18:52:09Z,"RT @infobaeamerica: Alarma mundial por una nueva ola de COVID-19: ante el avance de la variante Ómicron, crece la demanda de testeos en Nueva York https://t.co/i1guL6XnGy https://t.co/VowSPmnqBQ",,infobaeamerica,"Médico, Nutricionista,   #Provida
#jazz  #literatura #filosofía #liberal cosecha del 75  #animalista 
 No DMs ❌🚫📵⬅️",Twitter for Android,es,1472640917752406020
peri92619999,2021-12-19T18:52:09Z,"RT @furkansmatip: Furkan için son bir gayret.Sona yaklaşan kampanyamızı tamamlayabilmemiz için tek umudumuz sizsiniz. Lütfen bize yüz çevirmeyin. Furkan hastanede hem SMA hem Covid ile mücadele ederken onun ellerinden tutun, bırakmayın🙏

Ali Koç Vitor Olay Rezil Berke #Ethereum #beINSPORTS Szalai https://t.co/wzX1JwZAWZ",,furkansmatip,Pektaş,Twitter for iPhone,tr,1472640917676961805
maolesen,2021-12-19T18:52:09Z,"The message around STDs is that a person is sleeping with all of the sexual partners of their partner.

The message with COVID should be that you are breathing the air of those that your contacts have been breathing around for the past couple of weeks.",,,"Seeker of truth, destroyer of lies. Epidemiologist and federal disaster medicine team member.",Twitter Web App,en,1472640917232402443
ALadyNamedB,2021-12-19T18:52:09Z,RT @BradJourdan: This actually captures the problem well. The young man didn’t mind catching Covid because there’s no stigma that surrounds Covid like the one that does syphilis and gonorrhea. https://t.co/ADLLI4r1HP,,BradJourdan,IG: PositivePerception All I do is ReTweet & 😚💨🍃🍃,Twitter for iPhone,en,1472640917177778184
eustaciavye77,2021-12-19T18:52:09Z,"Today I realized that the place I feel the least safe COVID wise is actually the grocery store so back to grocery delivery. 
Like seriously, I'd rather be in a restaurant that checked vax cards than a grocery store with no precautions.",,,"Mostly cats and whining. hEDS, LGBTQIA+, White, #blacklivesmatter, she/her, mad about the Library at Alexandria, now the work begins, #stoptheshocks",Twitter Web App,en,1472640917073022978
DuPageCMS,2021-12-19T18:52:09Z,What to Do If You Test Positive for Covid-19 - The New York Times https://t.co/hWaLlx1RTy,,,DuPage County Medical Society,Twitter for iPad,en,1472640917026787329
okgoogle22yzz,2021-12-19T18:52:09Z,RT @local__celeb: she could have stopped covid https://t.co/1w9wMp5VgG,,local__celeb,slayyyyyyyyy || #mona #ningguang #yoimiya,Twitter for iPad,en,1472640916850577410
OfCensorship,2021-12-19T18:52:09Z,"RT @OfCensorship: BREAKING - 9 in every 10 C-19 Deaths since August have been among the Triple-Double Vaccinated according to official Government data…
https://t.co/hGeUL96fMU",,OfCensorship,A victim of censorship…,Twitter Web App,en,1472640916800385026
Voldemo61756151,2021-12-19T18:52:09Z,RT @TheAnfieldTalk: Klopp says he will never sign a player without a COVID jab.,,TheAnfieldTalk,,Twitter for Android,en,1472640916082987008
KateEgg17,2021-12-19T18:52:09Z,RT @missbreton: COVID Season 3 https://t.co/pxsPTm1ayz,,missbreton,Do I have the credentials to be on Twitter? 🏳️‍🌈,Twitter for iPhone,en,1472640915873447941
alporeizz,2021-12-19T18:52:09Z,"İsrail Ülkesi, Türkiye Dahil 10 Ülkeyi Artan Covid-19 Vakaları Sebebiyle Kırmızı Listeye Eklemiştir. An itibariyle Türkiye'de vaka sayılarının saklandığı İsrail tarafından DOĞRULANMIŞTIR. #KılıçdaroğlundanOnlineEğitim",,,Gündeme Giren #UzaktanEğitimSağlığaYarar Tagının Oluşturucusu Ve Tagı Büyüten Kişi.,Twitter for Android,tr,1472640915579752455
Canada4Patrick,2021-12-19T18:52:09Z,"@OmarAlghabra do you know the Canadian Constitutional Rights ? Canada are free to entry/exit. Who made him @Transport_gc minister. 

Fully Vaccinations + Booster Shot still @Canada living slaves life from @liberal_party govt @JustinTrudeau

https://t.co/RrcquN0uFi",OmarAlghabra,,Right Things,Twitter for Android,en,1472640915571412992
martinjorgemv,2021-12-19T18:52:09Z,"RT @Rich_Vaca: En #Morelia, después de las 9 solo encuentras combi roja o circuito y muy pocas unidades. Además de que implica ir como sardina, 30 personas aún con covid. Pero claro, es más importante construir distribuidores para crear tráfico inducido.",,Rich_Vaca,Leer,Twitter for iPhone,es,1472640915537862658
edgehatfield,2021-12-19T18:52:09Z,Covid is serious. So is this. https://t.co/aH5gJtg1WO,,,Jesus. Awesome wife. 2 boys. 1 girl. Spotify. Badgers. Madison. Twins. Wild. Purple. LCHF. FIRE. Indexing. Interweb. Storms. Yorn. Toad. Edge. Hatfield.,Twitter for Android,en,1472640915529515008
hultmark_mark,2021-12-19T18:52:09Z,SNL scraps show and sends cast home amid coronavirus fears; Tom Hanks and Tina Fey pitch in https://t.co/AYT1bAc3UI,,,THE RESISTENCE! I'm a 66 yo retired award winning gay club DJ from Chicago! Vaccinated!Republicans must go. LGBTQ 🏳️‍🌈. EQUALITY! Blue tsunami 2022 . 💙GAY 💉,Twitter for iPhone,en,1472640915378483206
MaiGonell,2021-12-19T18:52:09Z,"RT @ARosarioM: #NBA | 🏀En el mejor momento de su temporada, con 6 victorias al hilo, los @cavs tienen 5 jugadores con COVID positivo, más un par de aislados. 

Vía @ClutchTimeArg

#EEUU #USA #COVID19 @NBA @NBALatam https://t.co/965TiPj5eE",,ARosarioM,"Lic. Relaciones Públicas, Community Manager, Locutor, Maestro de Ceremonias, CEO de @BeaBrandRD, amante de los deportes y la buena música.",Twitter for iPhone,es,1472640915361648643
DARK_CIJM2002,2021-12-19T18:52:09Z,"RT @alomgc14: El presidente de España da una comparecencia oficial sobre la nueva variante del Covid-19. 

El chat: https://t.co/ZAxHqKjkif",,alomgc14,a,Twitter for Android,es,1472640915286208514
MrEddyB2,2021-12-19T18:52:09Z,"@Francis_Aln @OliveLaMoole @ClaudeSteve6 @pepelepiouw Pour l'instant on en sait rien. S'il y a constamment des variants qui échappent à l'immunité/vax.
Là 20 à 30% de la pop a eu le covid non? Si l'immunité naturelle était efficace on devrait commencer à le voir. ... Au lieu on voit réinfections.",Francis_Aln,,,Twitter Web App,fr,1472640915105845252
belotti981,2021-12-19T18:52:09Z,You know say person fit test positive for covid 2ice or even thrice sha😂😂😂its time we normalized this virus and just learn to live with it https://t.co/AdepaGvSqy,,,Ain’t fun if the team getting none! Bradley Beal🏀 Zion Williamson🏀 Ronaldo⚽️ CHELSEA FOOTBALL CLUB💙💙💙,Twitter for iPhone,en,1472640914698870785
JHillport,2021-12-19T18:52:09Z,RT @BreeNewsome: It all goes to show how things like patents &amp; borders are human inventions that ultimately have no bearing on scientific reality. Today’s world is a global society like never before. The entire world will be a covid hot spot until global public health is the single top priority//,,BreeNewsome,Jeannette is a professor.,Twitter for Android,en,1472640914455728129
gchoukak,2021-12-19T18:52:08Z,@BFMTV Ben si c'était aussi crucial 🤔alors pourquoi vous journalistes et chroniqueurs polémistes... Vous n'avez rien ? Tjrs en bonne santé bonne forme ou la covid ne vous contamine  pas ??,BFMTV,,"Apolitique 😁mais  fan 🤣 de Regan, Tachter, De Gaulle, Kennedy, Indira Gandhi, Chadli, Chirac Arafat, Mandela, Kohl, Buttho
et de Papa et de maman 😘🥰",Twitter for Android,fr,1472640914350919682
gerge42,2021-12-19T18:52:08Z,@DmWikileaks @StellaMoris1 Is that the poster that hangs over ur bed? Sad that u cannot visit him in Iceland due to covid right? Ahh there is always Skype right? Maybe he has access to it in prison who knows?,DmWikileaks,,speaking out on injustice wherever it occurs,Twitter Web App,en,1472640914342526987
Khalessikan,2021-12-19T18:52:08Z,"RT @BeatrizTalegon: Efectos adversos de las vacunas-COVID-19 reportados ante la OMS. Podéis consultarlo en este enlace. O echar un vistazo al breve vídeo. 
Para un consentimiento informado hace falta toda la información. Y esta es la que a algunos nos preocupa

https://t.co/uBtyjM2XOX https://t.co/vrTsbnoHRr",,BeatrizTalegon,"De pensament lliure, catalana, desperta!",Twitter for Android,es,1472640914313158665
HymanMinsky1,2021-12-19T18:52:08Z,"How Kamala Harris killed the Democrats' $3 trillion wishlist:
https://t.co/LjMqEgjc3M",,,"Hyman Minsky = Irving Fisher = Chris Mahoney (Catholic)
""There have been no reported deaths linked to the omicron variant.""
--NPR
Stop all Covid testing now.",Twitter Web App,en,1472640914300493831
TheHebrewOtaku,2021-12-19T18:52:08Z,"RT @markknoller: If the Pres has something urgent to say about Covid, why wait until Tuesday?",,markknoller,"Some cringey ass bio you forgot you made years ago

profile pic is @PalladionPerDay",Twitter for Android,en,1472640914132590593
DaleKanzler,2021-12-19T18:52:08Z,RT @Out5p0ken: If you wouldn’t have unprotected sex with someone who has a sexually transmitted disease then get the damn Covid vaccine and wear a condom!,,Out5p0ken,"Raconteur 

The universe is comprised of: Protons, Neutrons, Electrons, and morons...
#Resister Covid ""long-hauler""

Nudge me, if I didn't follow back.",Twitter Web App,en,1472640913872723974
ankush04568532,2021-12-19T18:52:08Z,"RT @AktuStuUnion: If any student of @AKTU_Lucknow get infected from #covid or #Omicron, then @Vineetkansal2  and @AKTU_Lucknow will be responsible for that.

#FIR will be log with the name of University and VC if anyone lost there life during or after the exam.

If you agree then #Retweet it. https://t.co/IwOnOkAd96",,AktuStuUnion,student,Twitter for Android,en,1472640913797107712
JeanFranoisReg8,2021-12-19T18:52:08Z,"@Joel_Beuzelin @roger_bion Je suis non vacciné et je viens d'être testé positif au covid.🙂
Je n'ai aucun symptôme.
Est ce que mon exemple permet de démontrer que mes propres défenses immunitaires sont plus efficaces que le vaccin ?",Joel_Beuzelin,,,Twitter for Android,fr,1472640913667248139
